City,PM2_5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI_Bucket
Delhi,227.49,629.99,76.82,64.94,99.91,50.84,13.4,7.44,31.29,7.63,14.86,7.43,Very Poor
Amaravati,42.25,68,5.8,18.45,14.55,13.82,0.65,9.65,30.78,0.72,4.65,0.2,Satisfactory
Visakhapatnam,4.5,29.75,3.2,12.88,9.45,1.62,0.8,3.45,27.75,3.15,6.77,1.63,Good
Hyderabad,13.12,31.35,3.05,12.76,9.22,22.12,0.36,7.13,17.26,0.12,0.79,0.02,Good
Kolkata,104.88,214.14,36.64,50.8,87.36,28.76,1.32,6.72,25.48,35.27,44.08,2.96,Poor
Hyderabad,24.29,51.45,9.44,19.08,16.18,12.78,0.43,6.02,37.81,0.18,0.66,0.01,Satisfactory
Amaravati,0.25,21,3.52,16.6,11.68,5.75,0.41,7.95,14.55,0.08,1.12,0.12,Good
Visakhapatnam,64.75,173,29.7,54.35,53.05,5.43,1.31,11.45,4.98,9.95,27.38,11.33,Moderate
Delhi,247.42,380.35,37.24,56.86,64.44,56.7,1.58,11.39,27.79,4.75,18.64,0.8,Severe
Amritsar,25.24,43.78,7.76,8.89,16.65,10.12,0.15,4.33,11.9,3.27,1.14,2,Good
Hyderabad,33.21,72.33,6.11,24.07,16.98,11.62,0.4,4.33,35.57,0.51,1.46,0,Satisfactory
Amritsar,21.08,33.55,30.97,16.39,38.63,13.68,0.72,8.33,40.04,1.3,1.1,8.81,Good
Kolkata,17.61,31.87,3.94,8.74,12.76,11.14,0.36,5.14,30.6,1.47,4.93,0.34,Good
Delhi,59.36,211.9,22.61,24.07,33.74,35.79,0.71,10.96,21.79,1.1,13.25,0.09,Poor
Delhi,337.41,492.3,100.79,58,118.69,56.49,2.14,12.74,27.6,8.95,48.69,2.5,Severe
Visakhapatnam,37.75,70,1.63,13.62,8.55,10.55,0.84,3.85,91.6,1.97,1.95,0.5,Satisfactory
Delhi,307.27,440.32,31.28,42.96,3.13,71.29,1.33,15.09,63.23,3.27,7.69,0,Severe
Chandigarh,55.17,144.6,22.79,31.67,37.98,74.59,0.74,9.8,18.41,9.41,0.49,1.04,Moderate
Amritsar,115.24,237.37,26.82,16.01,42.83,44.71,1.18,6.43,102.49,3.45,10.71,24.13,Very Poor
Visakhapatnam,69.75,113.5,2.22,52.55,29.75,12.85,1.31,4.5,77.2,3.65,5.4,1.97,Moderate
Amritsar,83.64,177.55,20.2,48.97,69.16,36.34,1.69,7.33,24.04,3.75,11.88,24.37,Poor
Hyderabad,5.62,9.17,1.74,9.61,3.26,6.62,0.16,5.26,34.8,0,0.85,0.28,Good
Hyderabad,10.42,41.17,1.27,13.62,4.14,4.35,0.12,4.27,31.9,0,0.32,0.02,Good
Delhi,32.34,64.48,5.13,17.04,13.4,32.84,0.96,9.59,32.58,1.16,6.07,0,Satisfactory
Delhi,335.58,479.71,30.99,62.87,63.13,57.8,2.15,11.54,25.07,6.56,34.59,1.01,Severe
Hyderabad,54.58,124.25,5.83,67.39,40.49,14.14,1.11,12.5,42.19,4.03,19.59,7.74,Moderate
Delhi,90.45,256.01,17.18,54.98,45.42,32.98,1.24,26.73,60.03,3.55,22.52,0.26,Poor
Delhi,53.49,189.37,5.77,16.24,14.57,31.72,0.97,10.54,51.54,1.85,13.68,0.44,Poor
Delhi,298.79,412.08,31.09,73.82,4.6,61.28,1.58,14.5,86.31,4.01,10.27,0.38,Severe
Delhi,260.97,451.49,144.42,66,156.51,56.47,3.61,13.58,43.03,14.67,120.02,5.49,Severe
Delhi,314.42,534.83,214.45,76.16,214.35,88.75,2.75,16.43,121.68,10.12,45.46,2.73,Severe
Delhi,309.16,446.27,94.21,59.14,117.43,55.31,1.86,14.89,23.59,6.94,33.93,0.74,Severe
Visakhapatnam,6,24,6.6,13.15,12.35,5.05,0.62,2.2,41.7,2.7,6.4,1.55,Good
Amritsar,138.17,312.42,48.97,64.04,113,16.11,2.09,5.66,15.59,5.92,11.7,18.57,Very Poor
Kolkata,80.49,146.14,30.95,50.39,81.33,29.32,0.57,6.15,14.8,9.35,21.87,2.38,Moderate
Gurugram,31.95,71.08,2.89,16.04,8,16.87,1.2,3.19,77.35,5.5,3.25,2.14,Satisfactory
Hyderabad,26.83,50.19,8.95,40.7,26.89,16.89,0.6,6.33,22.96,1.33,12.38,0.46,Satisfactory
Delhi,255.67,354.63,18.53,43.35,54.85,50.92,1.69,6.18,60.34,2.31,5.62,0.07,Severe
Kolkata,37.43,117.19,6.81,30.88,36.33,19.99,0.27,18.64,86.84,11.61,14.7,0.8,Moderate
Amritsar,32.36,51.86,7.89,8.84,16.72,10.1,0.38,5.3,18.3,3.46,1.14,2,Satisfactory
Hyderabad,23.3,75.05,1.38,16.79,10.03,10.61,0.54,8.38,29,0.16,2.21,0.29,Satisfactory
Delhi,98.14,298.6,52.8,89.43,130.17,49.31,2.13,15.78,27.25,2.74,11.16,0,Very Poor
Chandigarh,28.78,116.22,3,3.61,9.38,26,0.34,13.12,114.59,3.31,0.22,0.16,Moderate
Kolkata,3.34,10.76,4.05,6.65,10.74,8.85,0.31,5.13,25.57,0.95,6.99,0.46,Good
Delhi,356.97,557.5,124,107.48,158.04,45.94,3.6,15.62,28.02,9.57,75.66,1.58,Severe
Amritsar,157.33,420.79,0.14,8.39,8.35,1.54,1.45,5,17.93,0.6,2.46,3.14,Very Poor
Gurugram,75.55,134.44,7.96,23.87,23.7,35.46,0.82,17.08,21.12,3.4,3.95,13.46,Moderate
Hyderabad,17.79,41.95,1.42,17.99,10.72,9.96,0.57,5.47,82.02,0.38,1.51,0.08,Satisfactory
Delhi,92.01,231.17,26.89,51.75,60.03,33.4,0.68,11.83,24.14,3.29,5.52,0,Poor
Hyderabad,93.12,115.75,17.64,22.56,39.01,10.63,1.1,6.24,25.4,1.62,12.36,0.42,Poor
Visakhapatnam,27,69.5,4.9,51.38,31.28,12.5,0.7,11.03,14.38,4.15,33.4,0.62,Satisfactory
Delhi,200.38,377.63,63.36,73.37,114.73,57,1.61,16.24,27.1,2.43,6.04,0.78,Very Poor
Kolkata,9.54,22.46,4.17,11.68,15.89,12.65,0.34,4.05,13.57,1.73,8.83,0.51,Good
Amritsar,94.72,219.74,46.64,7.38,54.02,0.46,2.44,4.15,22.51,5.62,10.31,17.95,Poor
Delhi,250.41,332.96,44.34,72.25,67.71,59.92,0.96,22.54,110.08,0.78,5.41,0.07,Very Poor
Delhi,357.67,516.53,112,75.07,132.24,49.44,2.79,13.94,13.8,8.88,64.87,3.86,Severe
Delhi,242.66,443.1,37.72,95.36,85.5,60.23,2.1,14.23,33.99,5.89,45,1.54,Severe
Hyderabad,12.25,42.25,5.47,20.95,15.07,20.23,0.28,7.12,12.57,0.7,2.31,0.53,Good
Delhi,75.72,157.37,11.86,29.46,28.35,29.36,1.14,24.04,43.97,2.44,17.21,0,Moderate
Delhi,116.63,257.16,15.79,44.94,53.38,39.51,1.04,20.64,87.68,2.75,4.21,0,Poor
Delhi,142.82,247.07,16.34,36.63,63.82,66.42,0.98,20.9,35.12,2.09,3.62,0,Very Poor
Hyderabad,52,113,6.83,1.35,2.86,1.65,0.18,20.57,65.9,0.04,0.59,0.06,Moderate
Delhi,312.44,490.19,142.02,53.91,145.13,55.78,3.39,13.54,30.66,12.5,110.42,6.58,Severe
Gurugram,48.71,110.93,2.8,8.8,7.78,2.93,0.62,19.49,11.87,2.22,5.5,5.84,Moderate
Amritsar,146.25,344.83,18.25,12.28,29.8,11.96,0.26,14.44,28.84,2.56,2.86,2,Very Poor
Hyderabad,11.33,29.69,2.24,14.41,9.12,8.1,0.57,6.32,14.62,0.13,2.35,0.22,Good
Hyderabad,21.75,70,3.46,18.42,14.43,22,0.2,0.68,25.46,0.07,0.44,0.07,Satisfactory
Visakhapatnam,25.25,37.75,3.9,22.73,15.3,7.4,0.89,10.18,56.48,2.48,4.62,1,Satisfactory
Delhi,28.3,66.52,15.12,21.76,25.55,23.65,0.57,8.85,17.07,1.05,25.01,0.48,Satisfactory
Hyderabad,11.54,28.44,4.93,17.16,13,13.89,0.22,7.87,16.67,0.25,1.62,0.04,Good
Visakhapatnam,37,129,5.5,43.5,27.6,31.2,0.84,19.9,58.7,4.65,10.25,3.3,Moderate
Hyderabad,75.4,145.6,8.6,54.57,35.69,10.99,0.77,20.5,19.09,6.18,53.42,22.62,Moderate
Visakhapatnam,56,94,31.57,81.62,63.28,12.1,1.54,12.05,3.72,10.83,14.35,10.88,Moderate
Kolkata,10.85,21.59,6.29,9.32,15.41,9.31,0.37,2.95,13.08,22.85,18.48,1.37,Good
Delhi,297.51,472.61,194.61,63.62,208.7,61.13,4.52,16.49,32.44,16.17,129.55,6.32,Severe
Visakhapatnam,7.25,17,0.57,13.8,7.8,5.25,0.11,8.25,18.12,0.53,1.42,0,Good
Patna,104.17,108.44,52.8,36.23,81.86,18.27,2.72,10.81,8.66,2.38,0.64,3.1,Poor
Amritsar,35.48,39.12,14.32,14.35,27.25,5.69,0.78,6.65,24.25,2.02,2.52,2,Satisfactory
Hyderabad,56,94,6.78,6.33,4.06,5.03,0.72,65.8,13.5,0.02,0.35,0.15,Moderate
Kolkata,13.92,33.83,6.24,14.9,21.14,9.24,0.42,1.74,31.34,13.46,11.45,24.27,Good
Delhi,127.12,362.15,14.64,39.02,48.15,38.39,1.38,8.29,59.65,3.95,10.07,2.6,Severe
Hyderabad,10.33,29.35,2.08,13.75,7.49,8.69,0.38,11.25,17.38,0.05,0.53,0.12,Good
Kolkata,69.17,141.66,14.72,39.15,53.79,23.58,0.65,13.61,14.69,24.54,36.48,1.66,Moderate
Kolkata,52.78,115.22,2.69,39.32,41.85,93.62,0.51,13.91,47.62,7.82,18.55,1.97,Moderate
Amaravati,112.25,221,9.52,81.98,51.32,18.5,0.03,9.25,9.8,0.4,4.98,0.48,Poor
Hyderabad,15.5,35,2.18,15.88,5.11,7.12,0.14,6.16,21.82,0.02,0.78,0.18,Good
Hyderabad,28,67,3.68,9.81,12.42,10.75,0.42,2.12,14.85,0.59,3.14,0.62,Satisfactory
Delhi,290.92,376.45,24.48,58.87,78.94,36.89,2,20.24,94.98,3.84,7.13,0,Severe
Delhi,162.94,293.77,17.51,47.79,44.44,47.79,1,15.38,37.02,3.63,40,0.83,Very Poor
Kolkata,89.95,175.14,19.97,51.23,71.22,19.86,0.82,9.67,11.98,27.62,41.07,2.98,Poor
Hyderabad,16.85,54.9,2.24,19.18,11.83,15.2,0.28,6.8,21.59,0.33,1.26,0.19,Satisfactory
Delhi,267.75,399.04,94.27,53.21,114.2,50.75,2.09,13.27,26.41,8.88,57.43,1.58,Severe
Kolkata,112.92,201.84,77.45,70.87,148.57,18.7,1.36,9.14,10.05,40.53,42.74,4.23,Poor
Delhi,90,276.52,13.35,31.9,28.7,32.77,1.02,22.14,76.11,3.15,17.64,0.76,Poor
Amritsar,15.26,45.69,12.1,9.74,21.84,9.31,0.78,12.86,5.03,1.64,1.1,2,Good
Delhi,76.26,163.53,14.26,26.16,31.99,23.59,8.18,10.46,28.92,3.18,5.5,2.28,Poor
Hyderabad,30.08,72.06,3.3,28.15,17.55,18.25,0.47,4.74,31.22,0.6,3.36,0.28,Satisfactory
Delhi,31.98,128.63,11.44,23.29,25.64,25.83,0.7,9.29,64.81,1.52,19.39,0.09,Moderate
Delhi,232.36,377.28,31.6,50.35,57.06,46.95,1.8,12.73,27.46,4.64,23.13,0.91,Severe
Amritsar,133.92,212.25,37.76,10.12,47.89,12.69,0.42,19.2,32.59,3.67,4.64,2,Very Poor
Delhi,67.01,148.15,6.13,24.89,19.39,31.38,0.89,10.41,92.65,2.13,17.21,1.35,Poor
Delhi,159.92,723.1,13.82,25.51,31.66,35.02,0.77,7.24,41.06,1,2.43,0,Severe
Delhi,50.19,210.59,20.04,39.95,39.43,37.38,1.1,13.36,54.5,1.99,14.07,0.1,Poor
Delhi,284.06,462.18,60.67,83.66,99.68,59.39,2.25,15.41,25.68,7.88,62.38,2.76,Severe
Hyderabad,9.4,22,4.48,21.78,15.04,9.02,0.27,5.4,11.81,0.38,3.44,0.18,Good
Amritsar,98.3,176.87,9.93,80.11,90.05,14.56,1.61,3.75,21.72,6.14,10.49,10.07,Poor
Delhi,233.11,360.93,25.12,70.18,61.81,56.53,1.57,20.87,62.56,6.68,48.69,0.76,Severe
Delhi,295.84,407.35,40.95,62.38,7.1,67.82,1.83,15.34,80.12,4.54,14.26,0.17,Severe
Delhi,232.77,348.94,17.74,44.91,40.36,41.21,1.6,15.56,31.6,4.98,29.48,1.71,Severe
Kolkata,16.02,21.5,3.04,8.9,12.19,11.65,0.43,2.76,38.16,28.48,8.32,1.97,Good
Hyderabad,11.56,25.25,1.66,7.42,5.2,7.74,0.26,2.16,21.65,0.16,0.51,0,Good
Delhi,141.64,256.67,28.43,38.71,54.52,143.26,8.37,3.86,58.87,4.72,8.34,3.56,Very Poor
Delhi,411.82,650.75,96.99,105.97,134.27,54.9,3.47,14.47,32.99,7.32,70.59,2.61,Severe
Delhi,424.54,579.32,270.4,106.14,303.06,62.69,5.25,17.42,35.62,16.88,133.62,8.05,Severe
Hyderabad,18.54,51.55,2.15,10.61,6.29,6.8,0.41,15.94,25.67,0.06,0.4,0.12,Good
Hyderabad,29.79,97.6,1.26,23.88,13.67,14.42,0.42,4.74,71.63,0.72,5.18,0.59,Moderate
Hyderabad,67.12,104.25,5.36,8.12,11.92,10.35,0.66,43.16,71.31,1.54,7.43,0.82,Moderate
Visakhapatnam,7,23,2.17,5.83,4.85,5.63,0.46,1.93,26.85,1.72,4.3,1.3,Good
Delhi,134.03,259.27,8.72,70.15,70.07,27.94,1.24,19.94,100.89,5.37,20.92,1.78,Very Poor
Kolkata,109.84,193.49,12.39,53.84,66.16,20.78,1.25,11.35,23.14,48.4,47.2,3.97,Poor
Kolkata,57.53,104.4,7.77,26.36,34.21,20.56,0.6,9.92,28.91,17.28,21.03,0.88,Moderate
Delhi,172.73,300.05,31.16,56.68,55.01,40.65,1.15,16.17,54.4,4.54,22.41,2.55,Very Poor
Delhi,78.48,118.92,13.06,43.27,39.34,34.96,3.65,12.63,58.24,0.99,3.34,2.08,Poor
Delhi,224.1,318.78,29.1,65.85,75.66,60.47,1.41,10.4,45.25,4.41,10.77,0.1,Very Poor
Amritsar,25.01,29.35,40.33,40.69,56.38,17.44,0.8,10.26,55.74,1.3,1.1,8.82,Satisfactory
Visakhapatnam,14.75,73.5,7.55,33.15,23.8,18.65,0.58,20.3,36.7,4.53,9.9,3.15,Satisfactory
Delhi,330.85,516,23.71,65.59,59.82,64.07,1.52,23.92,66.68,6.99,54.96,1.53,Severe
Hyderabad,44.38,115,2.94,20.66,6.69,18.12,0.15,7.1,63.8,0.03,0.78,0.12,Moderate
Delhi,251.88,417.84,18.95,61.22,51.34,58.99,1.54,19.02,64.46,5.75,36.91,24.41,Severe
Hyderabad,7.4,20.19,1.98,7.91,5.61,8.83,0.26,2.96,37.39,0.18,1.14,0.04,Good
Delhi,263.08,369.04,29.52,86.08,99.16,58.77,1.73,21.01,115.73,4.39,9.34,1.24,Severe
Delhi,460.8,606.35,203.39,75.12,224.66,62.27,4.13,15.28,44.76,13.69,91.67,3.33,Severe
Delhi,149.14,214.32,23.63,52.72,1.92,63.22,4.7,18.84,41.37,3.29,7.32,0,Very Poor
Visakhapatnam,49.5,132.5,4.23,51.75,28.35,12.45,1.35,32.85,66.05,5.77,11.58,6.1,Moderate
Kolkata,15.04,31.24,4.91,7.58,12.52,15.08,0.35,5.6,25.15,1.28,6.06,0.28,Good
Delhi,311.59,575.5,245.5,125.45,236.07,90.78,5.76,42,137.57,14.84,56.27,8.28,Severe
Delhi,117.97,239.99,23.79,40.02,42.87,37.92,12.14,7.33,20.87,3.71,15.59,16.79,Poor
Hyderabad,12.62,26.5,1.34,7.43,3.91,5.34,0.38,4.36,15.41,0.15,0.27,0,Good
Hyderabad,11.29,21.94,2.81,24.05,14.92,9.61,0.2,3.12,15.48,0.13,1.97,0.21,Good
Hyderabad,27.12,70.88,1,28.55,6.39,17.18,0.07,3.67,45.78,0.02,0.26,0.05,Satisfactory
Delhi,82.36,203.77,7.02,35.49,34.22,36.68,0.88,12.71,74.32,2.65,6.64,2.24,Poor
Chandigarh,18.6,44,1.89,11.64,7.73,30.52,0.46,13.06,29.7,1.64,0.92,0.59,Good
Kolkata,14.07,34.98,4.5,10.17,14.67,15.17,0.3,3.05,12,23.42,12.7,0.7,Good
Hyderabad,27.08,65.1,1.48,26.02,14.98,12.29,0.42,8.23,33.64,0.43,1.31,0.29,Satisfactory
Delhi,242.01,376.7,32.7,76.51,72.33,33.06,1.92,12.39,36.62,4.94,34.49,0.3,Severe
Kolkata,13.01,25.47,6.5,11.86,17.01,10.14,0.43,4.13,31.71,16.23,15.41,1.25,Good
Delhi,215.65,314.2,40.81,55.32,2.69,70.51,1.25,16.62,50.99,4.12,8.93,0,Very Poor
Amaravati,17.75,44,2.02,18.7,11.62,1.85,0.61,14.03,14.53,0.03,1.32,0.2,Good
Hyderabad,7.25,33.25,10.23,38.15,13.1,4.35,0.01,5.88,12.48,0,0.09,0.09,Good
Delhi,221.2,312.87,32.1,43.27,4.24,59.95,1.37,18.44,48.33,2.9,6.48,0.1,Very Poor
Visakhapatnam,2,10,14.53,37.83,31.95,0.95,0.66,23.72,22.57,0.93,4,0,Good
Visakhapatnam,31.75,98.75,4.1,14.72,11.18,5.83,0.57,6.3,30.67,0.43,0.62,0.05,Moderate
Hyderabad,15.29,22.9,3.15,21.31,13.79,19.68,0.6,8.18,14.72,0.46,3.21,0.69,Good
Amaravati,12.75,27.25,0.38,1.8,1.15,4.82,0.32,8.05,25.98,1.7,1.1,0.1,Good
Delhi,103.6,208.03,69.87,59.26,89.42,37.41,1.78,14.62,15.67,6.13,66.08,1.54,Poor
Delhi,157.11,401.65,50.19,68.63,100.36,36.54,7.49,16.12,60.73,7.42,27.32,7.39,Severe
Visakhapatnam,56,94,4.05,22.07,13.77,13.95,1.35,4.85,113.28,5.6,4.23,1.82,Moderate
Amritsar,32.62,108.38,13.33,10.48,23.2,18.41,0.97,8.3,19.91,5.52,2.31,13.87,Moderate
Delhi,89.1,149.44,20.77,31.81,46.87,43.42,1.04,9.11,36.21,2.41,4.06,0.56,Poor
Gurugram,29.84,93.87,6.77,7.62,9.69,3.42,0.52,4.9,55.5,5.51,2.69,1.5,Moderate
Hyderabad,57.42,117.35,1.1,28.34,14.11,13.68,0.39,5.68,67.47,1.38,9.99,0.81,Moderate
Delhi,394.5,527.82,17.68,41.11,39.14,41.76,1.49,12.38,44.94,5.26,21.13,0.43,Severe
Visakhapatnam,23,49,1.38,10.47,6.67,10.27,1.06,7.22,28.95,1.95,5.6,2.38,Satisfactory
Hyderabad,30.33,76.7,9.62,28.54,22.04,13.64,0.57,4.97,13.85,2.09,12.92,0.47,Satisfactory
Patna,76.34,134.58,87.86,51.71,108.31,22.65,0.88,10.45,7.2,3.8,6.46,0.36,Moderate
Kolkata,12.72,24.32,3.83,7.61,10.56,10.3,0.29,2.59,21.03,19.2,10.35,1.26,Good
Hyderabad,37.25,78.88,3.93,22.64,7.62,17.45,0.12,10,13.7,0.02,0.92,0.15,Satisfactory
Delhi,126.2,486.35,8.94,31.45,33.14,33.48,0.83,8.62,50.51,4.37,6.64,0,Severe
Kolkata,52.48,87.87,2.21,23.01,24.86,79.6,0.52,18.69,50.68,15.86,7.53,2.91,Satisfactory
Delhi,134.12,213.41,26.52,43.13,55.08,45.02,1.46,16.12,27.12,2.19,9.14,0.07,Very Poor
Visakhapatnam,22,75,14.15,38.45,32,12.9,0.3,14.4,4.15,6.25,12.95,6.25,Satisfactory
Patna,47.47,118.42,50.09,47.57,97.82,36.99,0.57,7.5,39.2,2.52,10.5,3.11,Moderate
Chandigarh,25.29,68.75,1.15,10.2,6.41,31.52,0.37,11.83,11.45,3.52,8.36,1.15,Satisfactory
Chandigarh,10.59,20.66,4.39,39.59,24.69,94.44,0.24,8.59,20.14,2.23,2.07,0.51,Good
Delhi,147.11,213.03,32.43,42.76,53.57,33.39,1.15,9.97,15.9,3.24,18.89,0.33,Very Poor
Hyderabad,27.75,59.5,1.24,22.37,12.82,13.28,0.41,2.36,59.99,0.64,4.24,0.38,Satisfactory
Delhi,295.57,483.3,26.28,72.49,63.94,48.75,2.22,12.2,39.72,5.44,33.9,0.46,Severe
Hyderabad,17.88,35.15,4.96,16.61,11.27,8.37,0.24,13.18,7.78,0.26,1.04,0.11,Good
Visakhapatnam,72,116,3.8,8.85,7.78,9.12,0.48,11.08,61.8,0.7,1.08,0.2,Moderate
Delhi,521.38,652.42,52.99,56.53,85.93,42.85,2.27,11.55,33.08,5.83,41.89,1.22,Severe
Delhi,206.78,366.13,39.35,70.28,101.46,59.12,2.07,16.46,61.35,5.56,16.6,0,Severe
Kolkata,10.69,44.74,13.89,33.37,47.25,12.58,0.48,1.54,13.17,30.86,4.88,4.76,Good
Visakhapatnam,30,78.5,24,44.42,43.12,5.7,0.62,3.15,4.95,5.6,19.1,7,Satisfactory
Delhi,115.24,268.79,62.11,85.87,94.9,42.86,1.88,14.26,23.41,2.71,5.85,0.54,Very Poor
Patna,55.69,97.62,57.78,48.05,70.59,12.02,1.61,13.07,31.6,2.45,4.51,3.51,Moderate
Patna,137.41,191.54,14.7,15.56,27.2,56.1,1.16,9.29,15.58,3.75,1,4.18,Very Poor
Kolkata,19.44,39.46,4.09,14.24,18.32,17.88,0.38,3.26,20.91,14.46,12.16,0.96,Good
Chandigarh,22.52,123.19,10.84,18.88,18.5,65.93,0.58,17.49,22.43,7.2,2.24,0.89,Moderate
Delhi,114.31,202.77,45.38,49.51,68.32,32.96,1.1,16.43,21.1,3.83,35.8,0.91,Poor
Delhi,133.14,135.91,18.54,31.51,38.33,80.08,12.32,7.99,32.39,2.23,7.24,2.49,Very Poor
Chandigarh,5.55,14.21,4.44,11.6,9.27,25.25,0.63,10.41,6.7,2.31,0.37,1.46,Good
Delhi,279.72,416.44,45.9,72.77,81.36,58.99,1.92,13.1,24.2,6.67,42.13,1.06,Severe
Amaravati,2,17,7.8,42.1,28.73,2.75,0.38,16.7,37.42,0.15,2.23,0.1,Good
Delhi,37.18,89.19,19.55,38.5,44.14,23.05,0.87,8.57,20.13,1.15,11.57,0,Moderate
Patna,69.95,401.17,38.88,30.97,69.94,10.53,0.89,22.53,96.58,4.99,24.42,3.96,Poor
Hyderabad,19.9,39.19,2.6,9.65,6.19,5.27,0.38,4.34,23.72,0.32,1.42,0.13,Good
Visakhapatnam,154.5,351,49.43,104.6,95.83,26.22,1.77,21,5.75,6.57,8.7,3.67,Very Poor
Chandigarh,55.62,65.29,2.52,11.09,7.83,37.26,0.43,8.77,5.15,3.29,0.18,0.69,Satisfactory
Amritsar,45.5,121.45,19.71,20.08,39.09,21.18,1.19,9.14,44.99,3.22,2.17,6.71,Moderate
Delhi,658.33,822.07,18.94,59.81,51.88,54.89,2.14,16.73,49.16,7.44,30.93,0.94,Severe
Visakhapatnam,90.75,214.5,37.12,90.93,78.53,13.08,0.97,27.05,1.4,6.8,13.92,4.4,Poor
Kolkata,16.88,25.8,4.1,12.53,16.37,9.8,0.42,1.95,16.74,32.59,6.03,3.06,Good
Hyderabad,85.75,115.25,8.3,39.43,9.24,17,0.24,17.87,66.18,0.03,0.69,0.22,Moderate
Delhi,142.13,144.16,11.47,32.63,40.92,83.27,7.8,7.24,39.2,2.08,3.3,2.78,Very Poor
Visakhapatnam,30,140.75,48.43,64.7,67.62,15.62,1.96,73.55,7.9,9.12,26.1,10.13,Moderate
Delhi,149.08,253.31,17.95,39.4,43.46,55.87,1.15,13.43,6.4,1.05,4.85,0,Very Poor
Delhi,52.93,156.31,5.81,24.81,25.41,27.23,0.5,9.28,93.86,2.61,10.6,0.12,Poor
Delhi,33.56,61.12,10.99,32.82,29.61,34.54,1.05,10.93,29.26,1.58,15.78,0.32,Satisfactory
Delhi,337.38,462.56,62.58,72.07,96.42,78.64,2.12,13.09,35.45,7.96,55.65,3.71,Severe
Hyderabad,33.67,77.95,2.33,34.46,20.17,11.46,0.53,3.49,33.25,1.72,15.08,0.43,Satisfactory
Delhi,233.79,405.08,30,104.13,119.1,68.13,1.81,29.64,122.85,3.84,10.39,0,Severe
Delhi,63.39,163.89,5.32,40.17,29.52,35.06,0.91,10.1,61.63,2.49,24.27,0.68,Poor
Hyderabad,51.79,102.55,5.34,40.66,25.9,22.26,0.8,7.2,32.93,1.34,15.85,1.23,Moderate
Hyderabad,15.85,48.5,2.22,16.55,8.63,6.97,0.24,4.25,10.36,0.06,0.31,0,Good
Delhi,126.17,194.14,14.86,46.46,48.64,54.29,1.27,14.09,45.61,2.65,6.02,0.13,Very Poor
Delhi,184.1,290.16,17.08,41.82,47.99,86.19,10.63,4.22,26.3,2.77,5.68,3,Very Poor
Amaravati,35,53.75,2.12,11.62,7.92,12.4,0.77,13,70.1,0.47,2.05,0.2,Satisfactory
Kolkata,13.75,26.43,4.86,15.27,20.18,12.49,0.32,13.57,45.7,1.4,5.9,0.36,Good
Delhi,130.51,331.26,17.82,64.15,67.7,38.49,6.77,23.65,68.67,3.4,11.32,4.36,Very Poor
Kolkata,13.28,25.2,9.32,25.68,35.19,6.36,0.52,2.65,18.81,27.29,10.16,1.98,Good
Hyderabad,62.42,138,15.42,60.54,44.15,23.73,0.97,20.78,17.95,2.39,27.74,4.55,Moderate
Delhi,241.27,350.88,61.9,59.44,87.18,47.06,1.7,11.52,18.12,7.44,46.08,0.52,Severe
Patna,163.55,208.54,11.44,47.46,54.07,22.84,3.26,8.84,23.3,4.77,0.96,3.48,Very Poor
Kolkata,8.16,24.54,3.47,6.64,10.21,6.37,0.23,2.68,5.86,1.12,4.81,0.29,Good
Visakhapatnam,5,19,4.53,11.45,9.8,3.83,0.47,18.75,37.35,1.68,3.45,1.05,Good
Delhi,277.56,343.55,104.24,53.64,100.36,75.27,2.12,18.44,66.81,5.7,12.02,0,Severe
Hyderabad,11.42,25.7,4.2,20.88,14.31,8.67,0.16,5.97,13.03,0.3,4.61,0.1,Good
Delhi,156.89,294.19,23.44,41.92,55.37,139.05,13.25,6.33,26.67,6.9,16.12,3.79,Very Poor
Hyderabad,6.25,15.95,2.07,13.72,9,7.54,0.28,4.47,19.91,0.2,0.52,0.02,Good
Delhi,57.5,175.39,13.56,33.29,39.25,33.26,0.89,10.05,117.8,0.9,2.4,0,Poor
Delhi,218.72,308.72,24.47,54.26,66.92,41.98,1.37,14.12,58.82,2.98,6.72,0.1,Very Poor
Visakhapatnam,44,71.25,1.5,27.3,15.78,12.18,0.98,1.93,16.77,2.17,6.08,1.5,Satisfactory
Hyderabad,35.25,67.75,2.32,22.97,13.99,16.12,0.32,5.23,47.44,1.12,10.56,1.87,Satisfactory
Amritsar,91.31,185.63,7.91,30.19,38.1,3.75,1.26,4.56,18.57,4.55,8.23,5.32,Poor
Kolkata,8,19.19,3.78,13.35,17.33,7.66,0.46,5,22.79,7.53,23.1,1.8,Good
Visakhapatnam,5,42.5,4.75,16.35,12.55,7.97,0.11,3.23,5,2.2,21.48,0.72,Good
Delhi,161.06,231.89,37.02,21.26,51.23,22.38,14.66,10.5,25.14,4.38,13.97,3.19,Very Poor
Delhi,50.16,128.2,17.92,22.69,27.84,25.76,0.62,10.54,21.91,1.91,18.61,0.01,Moderate
Delhi,338.18,455.35,94.8,50.54,114.46,53.12,2.76,13.92,31.42,6.87,42.23,5.08,Severe
Delhi,44.67,151.54,9.03,32.44,26.48,29.37,0.81,12.93,78.36,2.22,31.26,0,Moderate
Amaravati,106.75,162.25,0.95,26.88,15.05,27.12,0.28,20.42,150.9,0.3,4.3,0,Poor
